,image_id,category_id,bbox,score,inshore,result,xmin,xmax,ymin,ymax,bbox2,iou,gt_id
54,11_13_17,0,"[582.45654296875, 658.3673095703125, 19.0987548828125, 18.15625]",0.872785329818725,0,1,582.45654296875,601.5552978515625,658.3673095703125,676.5235595703125,"[582.45654296875, 658.3673095703125, 601.5552978515625, 676.5235595703125]",0.6150848865509033,1520
55,11_13_18,0,"[127.19713592529297, 464.7030334472656, 16.472312927246094, 25.2242431640625]",0.9123598933219911,0,1,127.19713592529297,143.66944885253906,464.7030334472656,489.9272766113281,"[127.19713592529297, 464.7030334472656, 143.66944885253906, 489.9272766113281]",0.7516209483146667,1419
56,11_13_18,0,"[369.21820068359375, 411.0375061035156, 17.2449951171875, 19.97674560546875]",0.9070711135864251,0,1,369.21820068359375,386.46319580078125,411.0375061035156,431.0142517089844,"[369.21820068359375, 411.0375061035156, 386.46319580078125, 431.0142517089844]",0.7083982825279236,1420
57,11_13_2,0,"[255.35263061523438, 586.0505981445312, 17.6295166015625, 15.412109375]",0.9138135910034181,0,1,255.35263061523438,272.9821472167969,586.0505981445312,601.4627075195312,"[255.35263061523438, 586.0505981445312, 272.9821472167969, 601.4627075195312]",0.6183107495307922,2311
58,11_13_22,0,"[447.21307373046875, 403.8288269042969, 13.70416259765625, 16.8577880859375]",0.838395297527313,0,1,447.21307373046875,460.917236328125,403.8288269042969,420.6866149902344,"[447.21307373046875, 403.8288269042969, 460.917236328125, 420.6866149902344]",0.8396535515785217,1371
59,11_13_22,0,"[413.95587158203125, 437.87451171875, 14.67291259765625, 17.232177734375]",0.794974029064178,0,2,413.95587158203125,428.6287841796875,437.87451171875,455.106689453125,"[413.95587158203125, 437.87451171875, 428.6287841796875, 455.106689453125]",0.0,0
60,11_13_22,0,"[416.36322021484375, 439.84393310546875, 9.24267578125, 13.3883056640625]",0.515275359153747,0,1,416.36322021484375,425.60589599609375,439.84393310546875,453.23223876953125,"[416.36322021484375, 439.84393310546875, 425.60589599609375, 453.23223876953125]",0.5643129944801331,1370
61,11_13_24,0,"[724.010009765625, 169.57957458496094, 20.879150390625, 24.283599853515625]",0.9451715350151061,0,1,724.010009765625,744.88916015625,169.57957458496094,193.86317443847656,"[724.010009765625, 169.57957458496094, 744.88916015625, 193.86317443847656]",0.796458899974823,1302
62,11_13_25,0,"[677.2484130859375, 22.313772201538086, 19.034423828125, 35.706703186035156]",0.9324713945388791,0,1,677.2484130859375,696.2828369140625,22.313772201538086,58.02047538757324,"[677.2484130859375, 22.313772201538086, 696.2828369140625, 58.02047538757324]",0.6750998497009277,2302
63,11_13_25,0,"[571.9358520507812, 62.10050964355469, 17.0494384765625, 25.683792114257812]",0.9137628674507141,0,1,571.9358520507812,588.9852905273438,62.10050964355469,87.7843017578125,"[571.9358520507812, 62.10050964355469, 588.9852905273438, 87.7843017578125]",0.6516282558441162,2301
64,11_13_26,0,"[328.4886169433594, 5.614480972290039, 19.61688232421875, 36.5421142578125]",0.950569212436676,0,1,328.4886169433594,348.1054992675781,5.614480972290039,42.15659523010254,"[328.4886169433594, 5.614480972290039, 348.1054992675781, 42.15659523010254]",0.7791229486465454,1433
65,11_13_26,0,"[474.56207275390625, 261.35369873046875, 16.604736328125, 31.90826416015625]",0.9272707700729371,0,1,474.56207275390625,491.16680908203125,261.35369873046875,293.261962890625,"[474.56207275390625, 261.35369873046875, 491.16680908203125, 293.261962890625]",0.6486387252807617,1435
66,11_13_26,0,"[460.27203369140625, 82.61699676513672, 13.40972900390625, 19.799606323242188]",0.8225554227828981,0,1,460.27203369140625,473.6817626953125,82.61699676513672,102.4166030883789,"[460.27203369140625, 82.61699676513672, 473.6817626953125, 102.4166030883789]",0.841435432434082,1434
67,11_13_27,0,"[734.0048217773438, 309.92193603515625, 26.3978271484375, 37.8538818359375]",0.734831452369689,0,0,734.0048217773438,760.4026489257812,309.92193603515625,347.77581787109375,"[734.0048217773438, 309.92193603515625, 760.4026489257812, 347.77581787109375]",0.0,0
68,11_13_28,0,"[760.5765991210938, 581.0333251953125, 15.2132568359375, 24.490478515625]",0.8973671793937681,1,1,760.5765991210938,775.7898559570312,581.0333251953125,605.5238037109375,"[760.5765991210938, 581.0333251953125, 775.7898559570312, 605.5238037109375]",0.7554758191108704,1579
69,11_13_28,0,"[221.36512756347656, 602.678955078125, 22.14617919921875, 18.5994873046875]",0.8333327770233151,1,1,221.36512756347656,243.5113067626953,602.678955078125,621.2784423828125,"[221.36512756347656, 602.678955078125, 243.5113067626953, 621.2784423828125]",0.7576696276664734,1587
70,11_13_28,0,"[749.6995849609375, 624.8302001953125, 15.00341796875, 23.8743896484375]",0.7211671471595761,1,1,749.6995849609375,764.7030029296875,624.8302001953125,648.70458984375,"[749.6995849609375, 624.8302001953125, 764.7030029296875, 648.70458984375]",0.7992882132530212,1580
71,11_13_29,0,"[604.2238159179688, 39.83888626098633, 13.90185546875, 14.888832092285156]",0.7301591038703911,1,1,604.2238159179688,618.1256713867188,39.83888626098633,54.727718353271484,"[604.2238159179688, 39.83888626098633, 618.1256713867188, 54.727718353271484]",0.8550896644592285,1549
72,11_13_29,0,"[760.3978881835938, 2.339430809020996, 15.7850341796875, 22.4833984375]",0.71154761314392,1,1,760.3978881835938,776.1829223632812,2.339430809020996,24.822829246520996,"[760.3978881835938, 2.339430809020996, 776.1829223632812, 24.822829246520996]",0.7100566625595093,1561
73,11_13_29,0,"[427.2489013671875, 20.539270401000977, 7.85345458984375, 8.171394348144531]",0.685357689857482,1,1,427.2489013671875,435.10235595703125,20.539270401000977,28.710664749145508,"[427.2489013671875, 20.539270401000977, 435.10235595703125, 28.710664749145508]",0.44565051794052124,1541
74,11_13_29,0,"[732.2288208007812, 65.80767822265625, 14.7685546875, 16.113861083984375]",0.6689654588699341,1,1,732.2288208007812,746.9973754882812,65.80767822265625,81.92153930664062,"[732.2288208007812, 65.80767822265625, 746.9973754882812, 81.92153930664062]",0.873403012752533,1560
75,11_13_29,0,"[408.9948425292969, 605.8364868164062, 20.868408203125, 17.8294677734375]",0.5603479146957391,1,0,408.9948425292969,429.8632507324219,605.8364868164062,623.6659545898438,"[408.9948425292969, 605.8364868164062, 429.8632507324219, 623.6659545898438]",0.0,0
76,11_13_30,0,"[93.11836242675781, 238.31446838378906, 16.562637329101562, 34.47798156738281]",0.770306885242462,1,1,93.11836242675781,109.68099975585938,238.31446838378906,272.7924499511719,"[93.11836242675781, 238.31446838378906, 109.68099975585938, 272.7924499511719]",0.7481644153594971,2357
77,11_13_30,0,"[18.136730194091797, 66.77503967285156, 17.839282989501953, 18.409027099609375]",0.755739033222198,1,1,18.136730194091797,35.97601318359375,66.77503967285156,85.18406677246094,"[18.136730194091797, 66.77503967285156, 35.97601318359375, 85.18406677246094]",0.6219769716262817,2354
78,11_13_30,0,"[730.0695190429688, 37.03280258178711, 23.2554931640625, 23.576393127441406]",0.7068737745285031,1,1,730.0695190429688,753.3250122070312,37.03280258178711,60.609195709228516,"[730.0695190429688, 37.03280258178711, 753.3250122070312, 60.609195709228516]",0.6294981241226196,2367
79,11_13_30,0,"[623.5810546875, 192.5847625732422, 17.235595703125, 21.340789794921875]",0.6526436209678651,1,1,623.5810546875,640.816650390625,192.5847625732422,213.92555236816406,"[623.5810546875, 192.5847625732422, 640.816650390625, 213.92555236816406]",0.4865359663963318,2364
80,11_13_30,0,"[676.2156982421875, 172.1727752685547, 16.19482421875, 22.7628173828125]",0.569371163845062,1,1,676.2156982421875,692.4105224609375,172.1727752685547,194.9355926513672,"[676.2156982421875, 172.1727752685547, 692.4105224609375, 194.9355926513672]",0.5936229228973389,2365
81,11_13_30,0,"[721.66796875, 174.69300842285156, 14.733642578125, 17.719573974609375]",0.5329352617263791,1,1,721.66796875,736.401611328125,174.69300842285156,192.41258239746094,"[721.66796875, 174.69300842285156, 736.401611328125, 192.41258239746094]",0.604337751865387,2366
82,11_13_9,0,"[93.28532409667969, 571.8291625976562, 18.2412109375, 21.0118408203125]",0.9269337654113771,0,1,93.28532409667969,111.52653503417969,571.8291625976562,592.8410034179688,"[93.28532409667969, 571.8291625976562, 111.52653503417969, 592.8410034179688]",0.8062841892242432,1397
83,11_14_12,0,"[531.3827514648438, 360.2319030761719, 39.212890625, 21.1309814453125]",0.9481458067893981,0,1,531.3827514648438,570.5956420898438,360.2319030761719,381.3628845214844,"[531.3827514648438, 360.2319030761719, 570.5956420898438, 381.3628845214844]",0.874758243560791,2349
84,11_14_12,0,"[655.592041015625, 771.0823364257812, 14.7984619140625, 15.5184326171875]",0.796022355556488,0,0,655.592041015625,670.3905029296875,771.0823364257812,786.6007690429688,"[655.592041015625, 771.0823364257812, 670.3905029296875, 786.6007690429688]",0.0,0
85,11_14_13,0,"[325.61822509765625, 234.52581787109375, 18.90264892578125, 15.48846435546875]",0.925644397735595,0,1,325.61822509765625,344.5208740234375,234.52581787109375,250.0142822265625,"[325.61822509765625, 234.52581787109375, 344.5208740234375, 250.0142822265625]",0.621641993522644,1528
86,11_14_16,0,"[724.6531982421875, 324.2324523925781, 29.05712890625, 37.8988037109375]",0.933759093284606,0,1,724.6531982421875,753.7103271484375,324.2324523925781,362.1312561035156,"[724.6531982421875, 324.2324523925781, 753.7103271484375, 362.1312561035156]",0.5793519616127014,1315
87,11_14_16,0,"[589.1840209960938, 541.726806640625, 16.6153564453125, 18.0059814453125]",0.7789588570594781,0,0,589.1840209960938,605.7993774414062,541.726806640625,559.7327880859375,"[589.1840209960938, 541.726806640625, 605.7993774414062, 559.7327880859375]",0.0,0
88,11_14_17,0,"[587.947265625, 697.1926879882812, 18.2723388671875, 25.90234375]",0.9426030516624451,0,1,587.947265625,606.2196044921875,697.1926879882812,723.0950317382812,"[587.947265625, 697.1926879882812, 606.2196044921875, 723.0950317382812]",0.7473366856575012,1626
89,11_14_17,0,"[563.0614624023438, 758.3525390625, 15.8033447265625, 24.2996826171875]",0.9198898673057551,0,1,563.0614624023438,578.8648071289062,758.3525390625,782.6522216796875,"[563.0614624023438, 758.3525390625, 578.8648071289062, 782.6522216796875]",0.6857433319091797,1627
90,11_14_17,0,"[716.3139038085938, 542.1903076171875, 15.154541015625, 21.1929931640625]",0.902070581912994,0,1,716.3139038085938,731.4684448242188,542.1903076171875,563.38330078125,"[716.3139038085938, 542.1903076171875, 731.4684448242188, 563.38330078125]",0.6338019967079163,1625
91,11_14_18,0,"[145.39935302734375, 204.11915588378906, 29.266998291015625, 35.24896240234375]",0.9754972457885741,0,1,145.39935302734375,174.66635131835938,204.11915588378906,239.3681182861328,"[145.39935302734375, 204.11915588378906, 174.66635131835938, 239.3681182861328]",0.8200567364692688,2284
92,11_14_18,0,"[37.78512954711914, 86.77068328857422, 16.04450225830078, 26.367538452148438]",0.899809896945953,0,1,37.78512954711914,53.82963180541992,86.77068328857422,113.13822174072266,"[37.78512954711914, 86.77068328857422, 53.82963180541992, 113.13822174072266]",0.7720344662666321,2282
93,11_14_18,0,"[90.71949768066406, 27.742212295532227, 15.860382080078125, 39.47889709472656]",0.898636579513549,0,1,90.71949768066406,106.57987976074219,27.742212295532227,67.22110939025879,"[90.71949768066406, 27.742212295532227, 106.57987976074219, 67.22110939025879]",0.674677848815918,2283
94,11_14_20,0,"[618.2723388671875, 293.4078369140625, 24.8912353515625, 33.62408447265625]",0.9409037828445431,0,1,618.2723388671875,643.16357421875,293.4078369140625,327.03192138671875,"[618.2723388671875, 293.4078369140625, 643.16357421875, 327.03192138671875]",0.8343316316604614,1443
95,11_14_22,0,"[352.3978576660156, 397.5140380859375, 25.46563720703125, 25.24200439453125]",0.9610859155654901,0,1,352.3978576660156,377.8634948730469,397.5140380859375,422.75604248046875,"[352.3978576660156, 397.5140380859375, 377.8634948730469, 422.75604248046875]",0.7600356936454773,1439
96,11_14_22,0,"[269.89703369140625, 769.6262817382812, 25.257080078125, 30.37371826171875]",0.9442400932312011,0,1,269.89703369140625,295.15411376953125,769.6262817382812,800.0,"[269.89703369140625, 769.6262817382812, 295.15411376953125, 800.0]",0.6887338161468506,1440
97,11_14_24,0,"[610.8095703125, 688.7806396484375, 22.3489990234375, 24.3311767578125]",0.9403803348541261,0,1,610.8095703125,633.1585693359375,688.7806396484375,713.11181640625,"[610.8095703125, 688.7806396484375, 633.1585693359375, 713.11181640625]",0.8282771110534668,1613
98,11_14_24,0,"[653.0694580078125, 353.47796630859375, 19.7503662109375, 19.66265869140625]",0.9139580130577081,0,1,653.0694580078125,672.81982421875,353.47796630859375,373.140625,"[653.0694580078125, 353.47796630859375, 672.81982421875, 373.140625]",0.7473325729370117,1611
99,11_14_24,0,"[752.91259765625, 489.06256103515625, 21.955322265625, 42.0198974609375]",0.9009568095207211,0,1,752.91259765625,774.867919921875,489.06256103515625,531.0824584960938,"[752.91259765625, 489.06256103515625, 774.867919921875, 531.0824584960938]",0.6478444933891296,1614
